Nomenclature;Année;Type de ligne;Type de budget;Périmètre financier Chorus;Ministère;Programme;Code (programme, action ou sous-action);Libellé Chorus abrégé;Libellé complet;Mission;Type de dépenses;Code article d'éxécution;Section CAS/CCF;Compte CAS/CCF;Id Histo Tango;Code section Chorus
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;0193-06;Appui recherche;Moyens généraux et d'appui à la recherche;MRA Recherche et enseignement supérieur;Hors Personnel;;;;1ACT963;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P147;0147-01-11;Réussite éducative;Réussite éducative;MVA Cohésion des territoires;Hors Personnel;51.0;;;1NEX8901;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P177;0177-14-03;Soutien financier aux org;Soutien financier aux organismes nationaux intervenant dans le champ social : autres organismes nationaux;MVA Cohésion des territoires;Hors Personnel;70.0;;;1NEX9016;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN38 Enseignement supérieur et recherche;P172;0172-17;Recherches scientifiques;Recherches scientifiques et technologiques dans le domaine de l'énergie;MRA Recherche et enseignement supérieur;Hors Personnel;42.0;;;1ACT4776;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-11;Prépa&Cond Opé Armement;Préparation et conduite des opérations d'armement;MDA Défense;Hors Personnel;;;;1ACT1977;
Dépenses_CAS;2023.0;Programme;CAS;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P741;741.0;PensCivilesMilit&ATI;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;MYD Pensions;Hors Personnel;;1 Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;780.0;1PGM352;780-S01
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P201;0201-04;Admission en non valeur d;Admission en non valeur d'impôts locaux;MRD Remboursements et dégrèvements;Hors Personnel;;;;2QDOV5MCV2O;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P203;0203-41-07;Services ferroviaires;Services ferroviaires;MTA Écologie, développement et mobilité durables;Hors Personnel;19.0;;;1NEX11128;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P334;0334-02-04;Entrepreneuriat culturel;Entrepreneuriat culturel;MMA Médias, livre et industries culturelles;Hors Personnel;23.0;;;1NEX11045;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;0193-01;Dév Tech spat science;Développement de la technologie spatiale au service de la science;MRA Recherche et enseignement supérieur;Hors Personnel;;;;1ACT962;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P176;0176-06;Commandement, ressources;Commandement, ressources humaines et logistique;MSB Sécurités;Mixte;;;;1ACT1021;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN35 Santé et prévention;P204;0204-14-05;Autres maladies chronique;Autres maladies chroniques;MSA Santé;Hors Personnel;45.0;;;1NEX7558;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P155;0155-13;Politique des ressources;Politique des ressources humaines;MTB Travail et emploi;Hors Personnel;31.0;;;1ACT4846;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P303;0303-03;Immigration;Lutte contre l'immigration irrégulière;MIA Immigration, asile et intégration;Hors Personnel;;;;1ACT2081;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P177;0177-11-05;Autres actions de prévent;Autres actions de prévention de l'exclusion;MVA Cohésion des territoires;Hors Personnel;26.0;;;1NEX8993;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P174;0174-02;Acc.trans.énerg.;Accompagnement transition énergétique;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;V0IX1AZBMX;
Dépenses_CAS;2023.0;Action apparaissant au PAP/RAP;CAS;BG00;MIN03 Agriculture et souveraineté alimentaire;P775;0775-02;Fonction support;Fonction support;MYF Développement agricole et rural;Hors Personnel;20.0;7 Développement agricole rural;750.0;1ACT1638;750-S07
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P180;0180-02-19;Aides pluralisme SPEL;Aides au pluralisme : aide aux services de presse en ligne;MMA Médias, livre et industries culturelles;Hors Personnel;;;;1BYLKLZOH3O;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P164;0164-24;Eval. politiques publiq.;Evaluation des politiques publiques;MCA Conseil et contrôle de l'État;Personnel;24.0;;;1ACT4245;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P203;0203-47-02;Fonct. des services;Fonctionnement des services;MTA Écologie, développement et mobilité durables;Hors Personnel;71.0;;;1NEX11008;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P151;0151-01-02;Sces publ. adm. aux Franç;Services publics administratifs offerts aux français;MAA Action extérieure de l'État;Hors Personnel;11.0;;;1NEX778;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P175;0175-01-03;MH Etat - entretien;Monuments historiques appartenant à l'Etat - entretien;MCB Culture;Hors Personnel;12.0;;;1NEX502;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P205;0205-07-02;Contrôle des pêches;Contrôle des pêches;MTA Écologie, développement et mobilité durables;Hors Personnel;74.0;;;1NEX11026;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P205;0205-08;Planification - plaisance;Planification et économie bleue;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;20P8D4TSN5T;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN38 Enseignement supérieur et recherche;P150;0150-14-05;Sécurité;Sécurité;MRA Recherche et enseignement supérieur;Hors Personnel;79.0;;;1NEX71;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P345;0345-09-01;Eolien terrestre;Eolien terrestre;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;16ER7UE2LGP;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P169;0169-03-33;Indemnités, pécules et fr;Indemnités, pécules et frais de voyages sur les tombes;MMB Anciens combattants, mémoire et liens avec la Nation;Hors Personnel;33.0;;;1SSA183;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-11;Pilotage, Soutien & Comm.;Pilotage, soutien et communication;MDA Défense;Hors Personnel;11.0;;;1ACT3984;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P110;0110-01-24;FAsD Fonds asia.dvlmpt;FAsD - Fonds asiatique de développement;MAD Aide publique au développement;Hors Personnel;;;;1NEX9150;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P362;0362-06;Mer;Mer;MPR Plan de relance;Hors Personnel;;;;19Z2QMYQ2DZ;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P142;0142-01-09;Contribution au Centre in;Contribution au Centre international des hautes études agronomiques méditerranéennes (CIHEAM);MRA Recherche et enseignement supérieur;Hors Personnel;18.0;;;1NEX7356;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P143;0143-02-01;Enseignement agricole pri;Enseignement agricole privé à temps plein - Personnel - Actions locales;MEC Enseignement scolaire;Personnel;30.0;;;1NEX274;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P141;0141-12-03;Pilotage, administration;Pilotage, administration et encadrement pédagogique : personnel d'inspection;MEC Enseignement scolaire;Mixte;67.0;;;1NEX1733;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-07-50;Comm-Transmission;Communiquer - Transmission;MDA Défense;Hors Personnel;;;;SWLJOZD0P0;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P140;0140-02;Enseignement élémentaire;Enseignement élémentaire;MEC Enseignement scolaire;Mixte;;;;1ACT768;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN10 Justice;P310;0310-04-04;Formation personnels AC;Formation des personnels de l'administration centrale;MJA Justice;Hors Personnel;43.0;;;1NEX1564;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P155;0155-18;Personnels transversaux e;Personnels transversaux et de soutien;MTB Travail et emploi;Personnel;81.0;;;1ACT4851;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-10-89;ProtectF&Sites-LAD;Assurer la protection des forces et des sites - LAD;MDA Défense;Hors Personnel;;;;1KJCTU73E3H;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P216;0216-10-04;Prévention de la radicali;Prévention de la radicalisation;MAB Administration générale et territoriale de l'État;Hors Personnel;86.0;;;1NEX10752;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN35 Santé et prévention;P204;0204-19;Modernisation de l'offre;Modernisation de l'offre de soins;MSA Santé;Hors Personnel;;;;1ACT3355;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P111;0111-01;Santé et sécurité au trav;Santé et sécurité au travail;MTB Travail et emploi;Hors Personnel;;;;1ACT1129;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P131;0131-01-01;Spectacle vivant (CPER);Spectacle vivant (CPER);MCB Culture;Hors Personnel;10.0;;;1NEX634;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P216;0216-04-01;Action sociale : offre de;Action sociale : offre de services collectifs;MAB Administration générale et territoriale de l'État;Hors Personnel;40.0;;;1NEX2589;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P205;0205-07-04;Interventions socio-écono;Interventions socio-économiques;MTA Écologie, développement et mobilité durables;Hors Personnel;76.0;;;1NEX11028;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P190;0190-13;Recherche aménagt durable;Recherche partenariale dans le développement et l'aménagement durable;MRA Recherche et enseignement supérieur;Hors Personnel;;;;1ACT2995;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN56 Solidarités, autonomie et personnes handicapées;P124;0124-17;Financement des agences r;Financement des agences régionales de santé;MSE Solidarité, insertion et égalité des chances;Hors Personnel;68.0;;;1ACT4029;
Dépenses_BA;2023.0;Action apparaissant au PAP/RAP;BA;BG00;MIN12 Services du Premier ministre;P623;0623-01;Accès droit diff. légale;Accès au droit et diffusion légale;MXJ Publications officielles et information administrative;Hors Personnel;;;;1ACT3057;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P217;0217-28;Personnels DDEIGM;Personnels œuvrant dans le domaine de la stratégie et de la connaissance des politiques de transition écologique;MTA Écologie, développement et mobilité durables;Personnel;38.0;;;1ACT5399;
Dépenses_CAS;2023.0;Action apparaissant au PAP/RAP;CAS;BG00;MIN43 Transition énergétique;P794;0794-06;Intempéries avant 01-2013;Intempéries - (Engagements antérieurs au 1er janvier 2013);MYK Financement des aides aux collectivités pour l'électrification rurale;Hors Personnel;60.0;1 Financement des aides aux collectivités pour l'électrification rurale;751.0;1ACT4292;751-S01
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P206;0206-03;Sécurité sani de l'ali;Sécurité sanitaire de l'alimentation;MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;;;;1ACT1033;
Dépenses_CCF;2023.0;Action apparaissant au PAP/RAP;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P843;0843-01;Radio France;Radio France;MZD Avances à l'audiovisuel public;Hors Personnel;10.0;1 Avances aux organismes de l'audiovisuel public;870.0;1ACT1937;870-S01
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P105;0105-01;Coordination action diplo;Coordination de l'action diplomatique;MAA Action extérieure de l'État;Mixte;;;;1ACT568;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P185;0185-02-01;Français;Langue française et diversité linguistique;MAA Action extérieure de l'État;Hors Personnel;20.0;;;1NEX982;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-01-13;SNE;SNE;MVA Cohésion des territoires;Hors Personnel;;;;1NEX9744;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P137;0137-23;Soutien du programme égal;Soutien du programme égalité entre les femmes et les hommes;MSE Solidarité, insertion et égalité des chances;Hors Personnel;23.0;;;1ACTP19005;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P177;0177-12-01;Plate-forme de veille soc;Plate-forme de veille sociale : 115;MVA Cohésion des territoires;Hors Personnel;35.0;;;1NEX8997;
Dépenses_BA;2023.0;Action apparaissant au PAP/RAP;BA;BA00;MIN23 Transition écologique et cohésion des territoires;P612;0612-02;Exploitation et innovatio;Exploitation et innovation de la Navigation aérienne;MXC Contrôle et exploitation aériens;Hors Personnel;;;;1ACT547;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P206;0206-01-10;Gestion santé végétale;Gestion des risques pour la santé des végétaux;MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;10.0;;;1NEX8861;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;0193-04-01;CNES;Programmes nationaux du centre national d'études spatiales (CNES);MRA Recherche et enseignement supérieur;Hors Personnel;16.0;;;1NEX857;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P177;0177-12-07;Nuits d'hôtel;Nuits d'hôtel;MVA Cohésion des territoires;Hors Personnel;43.0;;;1NEX9003;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN35 Santé et prévention;P204;0204-14-01;Maladies neuro dégénérati;Maladies neuro dégénératives et maladies liées au vieillissement;MSA Santé;Hors Personnel;41.0;;;1NEX7554;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P103;0103-03-03;Aide à l'embauche;Aide à l'embauche;MTB Travail et emploi;Hors Personnel;;;;1872SKDNRI1;
Dépenses_CAS;2023.0;Action apparaissant au PAP/RAP;CAS;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P742;0742-05;Rentes accidents du trava;Rentes accidents du travail des ouvriers civils des établissements militaires (RATOCEM);MYD Pensions;Mixte;51.0;2 Ouvriers des établissements industriels de l'État;780.0;1ACT1682;780-S02
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P149;0149-24-11;Pastor Protec° Prédation;Pastoralisme et protection contre la prédation;MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;;;;1NEX10721;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN50 Transformation et fonction publiques;P349;0349-04;Renouv. Démocratique;Renouveau démocratique;MTR Transformation et fonction publiques;Hors Personnel;;;;22EML9XRTFK;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-10-75;SûretéAppr&Sécu-PatFut;Assurer la sûreté des approches, la sécurité de l'Etat, de la nation et des citoyens - Patrouilleur futur;MDA Défense;Hors Personnel;;;;TGJW60K2I0;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P158;0158-01-01;Indemn. vict. spo;Indemnisation des victimes de spoliations;MMB Anciens combattants, mémoire et liens avec la Nation;Mixte;11.0;;;23TYTIWZDTT;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P190;0190-12;Rech transp construc amgt;Recherche dans le domaine des transports, de la construction et de l'aménagement;MRA Recherche et enseignement supérieur;Hors Personnel;;;;1ACT2994;
Dépenses_CAS;2023.0;Action apparaissant au PAP/RAP;CAS;BG00;MIN09 Intérieur et outre-mer;P751;0751-04;SI ERPC;Système d'information Education routière et permis de conduire;MYE Contrôle de la circulation et du stationnement routiers;Hors Personnel;;6 Contrôle automatisé;740.0;1ACT5138;740-S06
Dépenses_CCF;2023.0;Programme;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P853;853.0;PrêtsAgeFrançaisDev;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;MZE Prêts à des États étrangers;Hors Personnel;;3 Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;860.0;1PGM368;860-S03
