Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF 2023;AE Hors T2 PLF 2023;CP T2 PLF 2023;CP Hors T2 PLF 2023;AE T2 Amendements 2023;AE Hors T2 Amendements 2023;CP T2 Amendements 2023;CP Hors T2 Amendements 2023;AE T2 LFI 2023;AE Hors T2 LFI 2023;AE (T2 + Hors T2) LFI  2023;CP T2 LFI 2023;CP Hors T2 LFI 2023;CP (T2 + Hors T2) LFI  2023;check LFI positive pour le croisement action/sous-action catégorie de cette ligne;"check
 AE = CP en T2"
Sécurités;SB;BG;152.0;Gendarmerie nationale;04;Commandement, ressources humaines et logistique;01;Commandement, ressources humaines et logistique;21.0;4.0;9.0;Intérieur et outre-mer;502300711.0;0.0;502300711.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;07;Direction de la Protection des Installations, moyens et activités de la Défense;23.0;4.0;70.0;Armées;7677.0;0.0;7677.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Contrôle et exploitation aériens;XC;BA;614.0;Transports aériens, surveillance et certification;02;Surveillance et certification;;;31.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;18328607.0;0.0;18328607.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;112.0;Impulsion et coordination de la politique d'aménagement du territoire;14;Prime d'aménagement du territoire, contrats de ruralité et pacte Etat-métropoles;;;62.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;0.0;0.0;7788489.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;134.0;Développement des entreprises et régulations;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;3475000.0;0.0;4845000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Remboursements et dégrèvements;RD;BG;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);13;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;05;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;61.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;679000000.0;0.0;679000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;215.0;Conduite et pilotage des politiques de l'agriculture;01;Moyens de l'administration centrale;;;22.0;4.0;3.0;Agriculture et souveraineté alimentaire;65945664.0;0.0;65945664.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Transformation et fonction publiques;TR;BG;148.0;Fonction publique;01;Formation des fonctionnaires;;;64.0;4.0;50.0;Transformation et fonction publiques;0.0;14441375.0;0.0;14441330.0;0.0;15000000.0;0.0;15000000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;08;Gestion des fonds déposés;;;22.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;19046689.0;0.0;19046689.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;161.0;Sécurité civile;12;Préparation et interventions spécialisées des moyens nationaux;;;21.0;4.0;9.0;Intérieur et outre-mer;108257470.0;0.0;108257470.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;192.0;Recherche et enseignement supérieur en matière économique et industrielle;03;Soutien de la recherche industrielle stratégique;;;62.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;0.0;0.0;13278227.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion du patrimoine immobilier de l'État;YB;CAS;723.0;Opérations immobilières et entretien des bâtiments de l'État;11;Opérations structurantes et cessions;;;72.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;3000000.0;0.0;3000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;135.0;Urbanisme, territoires et amélioration de l'habitat;01;Construction locative et amélioration du parc;;;64.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;3220000.0;0.0;3220000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;216.0;Conduite et pilotage des politiques de l'intérieur;03;Numérique;;;51.0;4.0;9.0;Intérieur et outre-mer;0.0;76520246.0;0.0;83259167.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Pensions;YD;CAS;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;02;Militaires relevant du code des pensions civiles et militaires de retraite;;;23.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;10406882677.0;0.0;10406882677.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sport, jeunesse et vie associative;SF;BG;350.0;Jeux olympiques et paralympiques 2024;05;Autres dépenses liées aux Jeux olympiques et paralympiques;;;62.0;4.0;42.0;Sports et jeux olympiques et paralympiques;0.0;60000.0;0.0;60000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;134.0;Développement des entreprises et régulations;04;Développement des postes, des télécommunications et du numérique;;;53.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;3700000.0;0.0;3700000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;216.0;Conduite et pilotage des politiques de l'intérieur;09;Sécurité et éducation routières;;;23.0;4.0;9.0;Intérieur et outre-mer;161652.0;0.0;161652.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;85;Opérer en milieu hostile - SLAMF;31.0;4.0;70.0;Armées;0.0;137757575.0;0.0;10121918.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;23;Personnels œuvrant pour les politiques de l'énergie et du climat;;;23.0;4.0;23.0;Transition écologique et cohésion des territoires;397144.0;0.0;397144.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Contrôle et exploitation aériens;XC;BA;612.0;Navigation aérienne;02;Exploitation et innovation de la Navigation aérienne;;;31.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;70575000.0;0.0;70575000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;62;Frapper à distance - SCAF;51.0;4.0;70.0;Armées;0.0;0.0;0.0;311553935.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Contrôle et exploitation aériens;XC;BA;612.0;Navigation aérienne;02;Exploitation et innovation de la Navigation aérienne;;;52.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;253453772.0;0.0;271511170.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Solidarité, insertion et égalité des chances;SE;BG;124.0;Conduite et soutien des politiques sanitaires et sociales;15;Affaires européennes et internationales;;;31.0;4.0;56.0;Solidarités, autonomie et personnes handicapées;0.0;290793.0;0.0;289956.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;143.0;Enseignement technique agricole;03;Aide sociale aux élèves et santé scolaire (enseignement public et privé);;;63.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;30439246.0;0.0;30439246.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;143.0;Enseignement technique agricole;04;Mise en œuvre de l'enseignement agricole dans les territoires;;;63.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;1462907.0;0.0;1462907.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;63;Restructurations - RH;02;Restructurations Personnels militaires;21.0;4.0;70.0;Armées;23018471.0;0.0;23018471.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;218.0;Conduite et pilotage des politiques économiques et financières;02;Expertise, audit, évaluation et contrôle;;;22.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;55951648.0;0.0;55951648.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;06;Dissuasion;17;Assurer la crédibilité technique de la dissuasion - Air sol moyenne portée amélioré (ASMPA);51.0;4.0;70.0;Armées;0.0;64060000.0;0.0;94880000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;36;Communiquer - CONTACT;31.0;4.0;70.0;Armées;0.0;0.0;0.0;30230623.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;06;Commandement, ressources humaines et logistique;03;Immobilier;51.0;4.0;9.0;Intérieur et outre-mer;0.0;476378870.0;0.0;226187729.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Action extérieure de l'État;AA;BG;151.0;Français à l'étranger et affaires consulaires;03;Instruction des demandes de visa;;;31.0;4.0;1.0;Europe et affaires étrangères;0.0;1700000.0;0.0;1700000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;192.0;Recherche et enseignement supérieur en matière économique et industrielle;02;Soutien et diffusion de l'innovation technologique;;;72.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;2476908.0;0.0;2476908.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;05;Developpement des techniques d’enquetes numeriques judiciaires;;;51.0;4.0;10.0;Justice;0.0;0.0;0.0;13532880.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;12;Pilotage, administration et encadrement pédagogique;;;31.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;8761910.0;0.0;8761910.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;172.0;Recherches scientifiques et technologiques pluridisciplinaires;18;Recherches scientifiques et technologiques dans le domaine de l'environnement;;;64.0;4.0;38.0;Enseignement supérieur et recherche;0.0;73441719.0;0.0;73441719.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;345.0;Service public de l'énergie;17;Mesures exceptionnelles de protection des consommateurs;02;Mesures à destination des consommateurs de gaz;62.0;4.0;43.0;Transition énergétique;0.0;3042151508.0;0.0;3042151508.0;0.0;6000000000.0;0.0;6000000000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Publications officielles et information administrative;XJ;BA;624.0;Pilotage et ressources humaines;01;Pilotage, modernisation et activités numériques;;;31.0;4.0;12.0;Services du Premier ministre;0.0;7392556.0;0.0;7392556.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;162.0;Interventions territoriales de l'État;10;Fonds interministériel pour la transformation de la Guyane;;;53.0;4.0;12.0;Services du Premier ministre;0.0;1672412.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Médias, livre et industries culturelles;MA;BG;180.0;Presse et médias;07;Compagnie internationale de radio et télévision (CIRT);;;64.0;4.0;2.0;Culture;0.0;1666500.0;0.0;1666500.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;190.0;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;16;Recherche dans le domaine de l'énergie nucléaire;01;Soutien aux activités nucléaires du CEA;32.0;4.0;43.0;Transition énergétique;0.0;419785791.0;0.0;419785791.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Prêts et avances à des particuliers ou à des organismes privés;ZF;CCF;862.0;Prêts pour le développement économique et social;01;Prêts pour le développement économique et social;;;71.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;75000000.0;0.0;75000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;190.0;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;11;Recherche dans le domaine des risques;02;Institut de radioprotection et de sûreté nucléaire (IRSN);32.0;4.0;43.0;Transition énergétique;0.0;179417594.0;0.0;179417594.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;113.0;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;61.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;17543.0;0.0;18085.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;152.0;Gendarmerie nationale;02;Sécurité routière;01;Sécurité routière - hors administration centrale et cabinet;21.0;4.0;9.0;Intérieur et outre-mer;378200644.0;0.0;378200644.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;01;Cabinet du Ministre des armées - Cabinet du ministre délégué auprès du Ministre des armées - sous-direction des cabinets;22.0;4.0;70.0;Armées;13732253.0;0.0;13732253.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;343.0;Plan France Très haut débit;02;Autres projets concourant à la mise en œuvre du plan France très haut débit;;;63.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;8290972.0;0.0;3233772.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Contrôle et exploitation aériens;XC;BA;612.0;Navigation aérienne;01;Soutien et prestations externes de la Navigation aérienne;;;31.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;250141391.0;0.0;250141391.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;134.0;Développement des entreprises et régulations;04;Développement des postes, des télécommunications et du numérique;;;62.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;661780000.0;0.0;661780000.0;0.0;31000000.0;0.0;31000000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;150.0;Formations supérieures et recherche universitaire;17;Recherche;;;32.0;4.0;38.0;Enseignement supérieur et recherche;0.0;4115413162.0;0.0;4115413162.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;06;Pilotage, soutien et communication -  Secrétariat général de la défense et de la sécurité nationale;21.0;4.0;70.0;Armées;14346725.0;0.0;14346725.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;220.0;Statistiques et études économiques;09;Pilotage, soutien et formation initiale;;;22.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;37768707.0;0.0;37768707.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;05;Missions de police judiciaire et concours à la justice;02;Missions de police judiciaire et concours à la justice - Hors administration centrale et cabinets;23.0;4.0;9.0;Intérieur et outre-mer;8537521.0;0.0;8537521.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Action extérieure de l'État;AA;BG;105.0;Action de la France en Europe et dans le monde;06;Soutien;;;22.0;4.0;1.0;Europe et affaires étrangères;45508879.0;0.0;45508879.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;140.0;Enseignement scolaire public du premier degré;06;Pilotage et encadrement pédagogique;;;23.0;4.0;6.0;Éducation nationale et  jeunesse;7211700.0;0.0;7211700.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Transformation et fonction publiques;TR;BG;352.0;Innovation et transformation numériques;02;Soutien au recrutement de profils rares dédiés à l'innovation numérique;;;21.0;4.0;50.0;Transformation et fonction publiques;3000000.0;0.0;3000000.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;01;Coordination du travail gouvernemental;;;61.0;4.0;12.0;Services du Premier ministre;0.0;12850000.0;0.0;12850000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Anciens combattants, mémoire et liens avec la Nation;MB;BG;158.0;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;01;Indemnisation des orphelins de la déportation et des victimes de spoliations du fait des législations antisémites en vigueur pendant l'Occupation;;;61.0;4.0;12.0;Services du Premier ministre;0.0;40826594.0;0.0;40826594.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;218.0;Conduite et pilotage des politiques économiques et financières;07;Pilotage des finances publiques et projets interministériels;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;81630998.0;0.0;74080989.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;220.0;Statistiques et études économiques;08;Information économique, démographique et sociale;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;8053762.0;0.0;5653762.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;175.0;Patrimoines;01;Monuments Historiques et patrimoine monumental;;;61.0;4.0;2.0;Culture;0.0;20428793.0;0.0;16879130.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;52;Relations internationales;02;DGRIS / Diplomatie de défense;23.0;4.0;70.0;Armées;86502.0;0.0;86502.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;361.0;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;64.0;4.0;2.0;Culture;0.0;4717426.0;0.0;4717426.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;152.0;Gendarmerie nationale;01;Ordre et sécurité publics;01;Ordre et sécurité publics - hors administration centrale et cabinet;22.0;4.0;9.0;Intérieur et outre-mer;1932840678.0;0.0;1932840678.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;216.0;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;32.0;4.0;9.0;Intérieur et outre-mer;0.0;17200000.0;0.0;17200000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;22.0;4.0;12.0;Services du Premier ministre;29737741.0;0.0;29737741.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Conseil et contrôle de l'État;CA;BG;165.0;Conseil d'État et autres juridictions administratives;02;Fonction juridictionnelle : Cours administratives d'appel;;;23.0;4.0;12.0;Services du Premier ministre;329194.0;0.0;329194.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;181.0;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;61.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;1500000.0;0.0;1500000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Outre-mer;OA;BG;123.0;Conditions de vie outre-mer;03;Continuité territoriale;;;64.0;4.0;9.0;Intérieur et outre-mer;0.0;2040000.0;0.0;2040000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;135.0;Urbanisme, territoires et amélioration de l'habitat;01;Construction locative et amélioration du parc;;;62.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;35000000.0;0.0;10000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;150.0;Formations supérieures et recherche universitaire;13;Diffusion des savoirs et musées;;;72.0;4.0;38.0;Enseignement supérieur et recherche;0.0;300000.0;0.0;300000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;224.0;Soutien aux politiques du ministère de la culture;07;Fonctions de soutien du ministère;;;22.0;4.0;2.0;Culture;276125363.0;0.0;276125363.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;10;Politiques RH transverses;;;22.0;4.0;10.0;Justice;6195766.0;0.0;6195766.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Contrôle de la circulation et du stationnement routiers;YE;CAS;751.0;Structures et dispositifs de sécurité routière;04;Système d'information Education routière et permis de conduire;;;51.0;4.0;9.0;Intérieur et outre-mer;0.0;13450000.0;0.0;13450000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
