Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Enseignement scolaire;EC;BG;141;Enseignement scolaire public du second degré;12;Pilotage, administration et encadrement pédagogique;;;23;2;6;Éducation nationale, jeunesse et sports;4 625 555;0;4 625 555;0;0;0;0;0;4 625 555;0;4 625 555;4 625 555;0;4 625 555
Enseignement scolaire;EC;BG;141;Enseignement scolaire public du second degré;12;Pilotage, administration et encadrement pédagogique;;;31;3;6;Éducation nationale, jeunesse et sports;0;8 155 983;0;8 155 983;0;-74 629;0;-74 629;0;8 081 354;8 081 354;0;8 081 354;8 081 354
Enseignement scolaire;EC;BG;141;Enseignement scolaire public du second degré;13;Personnels en situations diverses;;;21;2;6;Éducation nationale, jeunesse et sports;55 490 427;0;55 490 427;0;0;0;0;0;55 490 427;0;55 490 427;55 490 427;0;55 490 427
Enseignement scolaire;EC;BG;141;Enseignement scolaire public du second degré;13;Personnels en situations diverses;;;22;2;6;Éducation nationale, jeunesse et sports;42 813 496;0;42 813 496;0;0;0;0;0;42 813 496;0;42 813 496;42 813 496;0;42 813 496
Enseignement scolaire;EC;BG;141;Enseignement scolaire public du second degré;13;Personnels en situations diverses;;;23;2;6;Éducation nationale, jeunesse et sports;171 982;0;171 982;0;0;0;0;0;171 982;0;171 982;171 982;0;171 982
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;21;2;3;Agriculture et alimentation;138 306 428;0;138 306 428;0;0;0;0;0;138 306 428;0;138 306 428;138 306 428;0;138 306 428
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;22;2;3;Agriculture et alimentation;95 131 823;0;95 131 823;0;0;0;0;0;95 131 823;0;95 131 823;95 131 823;0;95 131 823
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;23;2;3;Agriculture et alimentation;1 501 737;0;1 501 737;0;0;0;0;0;1 501 737;0;1 501 737;1 501 737;0;1 501 737
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;31;3;3;Agriculture et alimentation;0;150 000;0;150 000;0;0;0;0;0;150 000;150 000;0;150 000;150 000
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;32;3;3;Agriculture et alimentation;0;41 594 776;0;41 594 776;0;0;0;0;0;41 594 776;41 594 776;0;41 594 776;41 594 776
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;61;6;3;Agriculture et alimentation;0;12 077 084;0;12 077 084;0;0;0;0;0;12 077 084;12 077 084;0;12 077 084;12 077 084
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;64;6;3;Agriculture et alimentation;0;32 825 679;0;32 825 679;0;0;0;0;0;32 825 679;32 825 679;0;32 825 679;32 825 679
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;72;7;3;Agriculture et alimentation;0;21 384 305;0;16 864 644;0;0;0;0;0;21 384 305;21 384 305;0;16 864 644;16 864 644
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;02;Recherche, développement et transfert de technologie;;;21;2;3;Agriculture et alimentation;1 975 390;0;1 975 390;0;0;0;0;0;1 975 390;0;1 975 390;1 975 390;0;1 975 390
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;02;Recherche, développement et transfert de technologie;;;22;2;3;Agriculture et alimentation;1 164 027;0;1 164 027;0;0;0;0;0;1 164 027;0;1 164 027;1 164 027;0;1 164 027
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;02;Recherche, développement et transfert de technologie;;;23;2;3;Agriculture et alimentation;11 833;0;11 833;0;0;0;0;0;11 833;0;11 833;11 833;0;11 833
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;02;Recherche, développement et transfert de technologie;;;32;3;3;Agriculture et alimentation;0;32 140 029;0;32 140 029;0;0;0;0;0;32 140 029;32 140 029;0;32 140 029;32 140 029
Recherche et enseignement supérieur;RA;BG;142;Enseignement supérieur et recherche agricoles;02;Recherche, développement et transfert de technologie;;;64;6;3;Agriculture et alimentation;0;4 235 523;0;4 235 523;0;0;0;0;0;4 235 523;4 235 523;0;4 235 523;4 235 523
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;21;2;3;Agriculture et alimentation;439 491 463;0;439 491 463;0;0;0;0;0;439 491 463;0;439 491 463;439 491 463;0;439 491 463
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;22;2;3;Agriculture et alimentation;307 737 398;0;307 737 398;0;0;0;0;0;307 737 398;0;307 737 398;307 737 398;0;307 737 398
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;23;2;3;Agriculture et alimentation;6 720 030;0;6 720 030;0;0;0;0;0;6 720 030;0;6 720 030;6 720 030;0;6 720 030
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;31;3;3;Agriculture et alimentation;0;9 699 836;0;9 699 836;0;-15 615;0;-15 615;0;9 684 221;9 684 221;0;9 684 221;9 684 221
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;63;6;3;Agriculture et alimentation;0;36 660 348;0;36 660 348;0;0;0;0;0;36 660 348;36 660 348;0;36 660 348;36 660 348
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;64;6;3;Agriculture et alimentation;0;5 598 189;0;5 598 189;0;0;0;0;0;5 598 189;5 598 189;0;5 598 189;5 598 189
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;72;7;3;Agriculture et alimentation;0;3 143 600;0;3 143 600;0;0;0;0;0;3 143 600;3 143 600;0;3 143 600;3 143 600
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;02;Mise en oeuvre des enseignements dans les établissements privés;;;21;2;3;Agriculture et alimentation;179 844 265;0;179 844 265;0;0;0;0;0;179 844 265;0;179 844 265;179 844 265;0;179 844 265
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;02;Mise en oeuvre des enseignements dans les établissements privés;;;22;2;3;Agriculture et alimentation;61 100 392;0;61 100 392;0;0;0;0;0;61 100 392;0;61 100 392;61 100 392;0;61 100 392
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;02;Mise en oeuvre des enseignements dans les établissements privés;;;23;2;3;Agriculture et alimentation;1 300 873;0;1 300 873;0;0;0;0;0;1 300 873;0;1 300 873;1 300 873;0;1 300 873
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;02;Mise en oeuvre des enseignements dans les établissements privés;;;64;6;3;Agriculture et alimentation;0;356 540 000;0;356 540 000;0;0;0;0;0;356 540 000;356 540 000;0;356 540 000;356 540 000
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;03;Aide sociale aux élèves (enseignement public et privé);;;61;6;3;Agriculture et alimentation;0;89 336 092;0;89 419 624;0;0;0;0;0;89 336 092;89 336 092;0;89 419 624;89 419 624
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;03;Aide sociale aux élèves (enseignement public et privé);;;63;6;3;Agriculture et alimentation;0;19 062 101;0;19 062 101;0;0;0;0;0;19 062 101;19 062 101;0;19 062 101;19 062 101
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;04;Évolution des compétences et dynamique territoriale;;;61;6;3;Agriculture et alimentation;0;662 234;0;662 234;0;0;0;0;0;662 234;662 234;0;662 234;662 234
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;04;Évolution des compétences et dynamique territoriale;;;63;6;3;Agriculture et alimentation;0;1 459 448;0;1 459 448;0;0;0;0;0;1 459 448;1 459 448;0;1 459 448;1 459 448
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;04;Évolution des compétences et dynamique territoriale;;;64;6;3;Agriculture et alimentation;0;2 512 535;0;2 512 535;0;0;0;0;0;2 512 535;2 512 535;0;2 512 535;2 512 535
Enseignement scolaire;EC;BG;143;Enseignement technique agricole;05;Moyens communs à l'enseignement technique agricole, public et privé;;;31;3;3;Agriculture et alimentation;0;6 207 598;0;6 207 598;0;0;0;0;0;6 207 598;6 207 598;0;6 207 598;6 207 598
Défense;DA;BG;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;31;Renseignement extérieur;31;3;70;Armées;0;228 085 107;0;196 512 604;0;0;0;0;0;228 085 107;228 085 107;0;196 512 604;196 512 604
Défense;DA;BG;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;31;Renseignement extérieur;51;5;70;Armées;0;400 500 346;0;168 452 889;0;0;0;0;0;400 500 346;400 500 346;0;168 452 889;168 452 889
Défense;DA;BG;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;31;Renseignement extérieur;52;5;70;Armées;0;12 344 794;0;8 850 384;0;0;0;0;0;12 344 794;12 344 794;0;8 850 384;8 850 384
Défense;DA;BG;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;31;Renseignement extérieur;64;6;70;Armées;0;235 000;0;235 000;0;0;0;0;0;235 000;235 000;0;235 000;235 000
Défense;DA;BG;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;32;Renseignement de sécurité de défense;31;3;70;Armées;0;12 281 926;0;12 321 926;0;0;0;0;0;12 281 926;12 281 926;0;12 321 926;12 321 926
Défense;DA;BG;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;32;Renseignement de sécurité de défense;51;5;70;Armées;0;5 068 954;0;16 301 593;0;0;0;0;0;5 068 954;5 068 954;0;16 301 593;16 301 593
Défense;DA;BG;144;Environnement et prospective de la politique de défense;03;Recherche et exploitation du renseignement intéressant la sécurité de la France;32;Renseignement de sécurité de défense;52;5;70;Armées;0;6 797 760;0;6 797 760;0;0;0;0;0;6 797 760;6 797 760;0;6 797 760;6 797 760
Défense;DA;BG;144;Environnement et prospective de la politique de défense;07;Prospective de défense;01;Analyse stratégique;31;3;70;Armées;0;9 233 336;0;8 293 336;0;0;0;0;0;9 233 336;9 233 336;0;8 293 336;8 293 336
Défense;DA;BG;144;Environnement et prospective de la politique de défense;07;Prospective de défense;01;Analyse stratégique;64;6;70;Armées;0;370 000;0;370 000;0;0;0;0;0;370 000;370 000;0;370 000;370 000
Défense;DA;BG;144;Environnement et prospective de la politique de défense;07;Prospective de défense;02;Prospective des systèmes de forces;31;3;70;Armées;0;22 562 620;0;22 562 620;0;0;0;0;0;22 562 620;22 562 620;0;22 562 620;22 562 620
