Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege
SSA;CAS;743-02-02;;;Allocations viagères en faveur de certains nationaux algériens;Alloc Nationaux algériens
SSA;CAS;743-02-03;;;Indemnisation de certains français musulmans victimes de sévices corporels en Algérie;Indem Sévice corp Algérie
SSA;CAS;743-02-04;;;Allocations spéciales aux aveugles enrôlés dans la Résistance;Alloc aveugles résistance
ACT;CAS;743-03;;;Pensions d'Alsace-Moselle;Pensions Alsace Moselle
ACT;CAS;743-04;;;Allocations de reconnaissance des anciens supplétifs;Alloc. anciens supplétifs
ACT;CAS;743-05;;;Pensions des anciens agents du chemin de fer franco-éthiopien;Pensions CRCFE
ACT;CAS;743-06;;;Pensions des sapeurs-pompiers et anciens agents de la défense passive victimes d'accident;Pensions RISP
ACT;CAS;743-07;;;Pensions de l'ORTF;Pensions de l'ORTF
SSA;CAS;743-07-01;;;Rentes accicdents du travail;Rentes accident travail
SSA;CAS;743-07-02;;;Allocations surcomplémentaires de retraite;Allc. Surcompl. Retraite
MSN;CCF;ZA; ;;;AccordsMonétInter
PGM;CCF;811;ZA;07;Relations avec l'Union monétaire ouest-africaine;Rel.Union.mon.ouest-afric
ACT;CCF;811-01;;;Relations avec l'Union monétaire ouest-africaine;Relations avec l'Union mo
PGM;CCF;812;ZA;07;Relations avec l'Union monétaire d'Afrique centrale;Rel.Union.mon.Afri.centra
ACT;CCF;812-01;;;Relations avec l'Union monétaire d'Afrique centrale;Relations avec l'Union mo
PGM;CCF;813;ZA;07;Relations avec l'Union des Comores;Relations Union des Comor
ACT;CCF;813-01;;;Relations avec l'Union des Comores;Relations avec l'Union de
MSN;CCF;ZB; ;;;AvancesServicesÉtat
PGM;CCF;821;ZB;07;Avances à l'Agence de services et de paiement, au titre du préfinancement des aides communautaires de la politique agricole commune;AvancesAgenceServPaiement
ACT;CCF;821-01;;;Avances au titre du préfinancement des aides communautaires de la politique agricole commune;Avances au titre du préfi
PGM;CCF;823;ZB;07;Avances à des organismes distincts de l'État et gérant des services publics;AvancesOrgaDistinctsEtat
ACT;CCF;823-01;;;Avances à des organismes distincts de l'État et gérant des services publics;Avances à des organismes 
PGM;CCF;824;ZB;07;Avances à des services de l'État;AvancesServicesÉtat
ACT;CCF;824-01;;;Avances au budget annexe « Contrôle et exploitation aériens »;Avances au budget annexe 
PGM;CCF;825;ZB;07;Avances à l'Office national d'indemnisation des accidents médicaux, des affections iatrogènes et des infections nosocomiales (ONIAM) au titre de l'indemnisation des victimes du Benfluorex;Avances ONIAMBenfluorex
ACT;CCF;825-01;;;Avances à l'ONIAM au titre de l'indemnisation des victimes du Benfluorex;Avances à l'ONIAM au titr
PGM;CCF;826;ZB;07;Avances aux exploitants d'aéroports touchés par la crise de covid-19 au titre des dépenses de sûreté-sécurité;Avan.Aérop covid19
ACT;CCF;826-01;;;Avances aux exploitants d'aéroports touchés par la crise de covid-19 au titre des dépenses de sûreté-sécurité;Avances ExplAérop covid19
PGM;CCF;827;ZB;07;Avances remboursables destinées à soutenir Île-de-France Mobilités à la suite des conséquences de l'épidémie de la covid-19;Avances IdF Mobilités
ACT;CCF;827-01;;;Avances remboursables destinées à soutenir Île-de-France Mobilités à la suite des conséquences de l’épidémie de la covid-19;Avances IDF Mobilités
PGM;CCF;828;ZB;07;Avances remboursables destinées à soutenir les autorités organisatrices de la mobilité à la suite des conséquences de l'épidémie de la covid-19;Aut.org.mobilités Covid19
ACT;CCF;828-01;;;Avances remboursables destinées à soutenir les autorités organisatrices de la mobilité à la suite des conséquences de l’épidémie de la covid-19;Av. aut.org.mobilités cov
MSN;CCF;ZD; ;;;Avances à l'audiovis
PGM;CCF;841;ZD;07;France Télévisions;France Télévisions
ACT;CCF;841-01;;;France Télévisions;France Télévisions
PGM;CCF;842;ZD;07;ARTE France;ARTE France
ACT;CCF;842-01;;;ARTE France;ARTE France
PGM;CCF;843;ZD;07;Radio France;Radio France
ACT;CCF;843-01;;;Radio France;Radio France
PGM;CCF;844;ZD;07;France Médias Monde;ContrFinancActionAudioext
ACT;CCF;844-01;;;France Médias Monde;France Médias Monde
PGM;CCF;845;ZD;07;Institut national de l'audiovisuel;InstNationalAudio
ACT;CCF;845-01;;;Institut national de l'audiovisuel;Institut national de l'au
PGM;CCF;847;ZD;07;TV5 Monde;TV5 Monde
ACT;CCF;847-01;;;TV5 Monde;TV5 Monde
MSN;CCF;ZC; ;;;AvancesColloc
PGM;CCF;832;ZC;07;Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;Avances aux collectivités
ACT;CCF;832-01;;;Avances de l'article L. 2337-1 du code général des collectivités territoriales;Avances de l'article L. 2
ACT;CCF;832-02;;;Avances de l'article 14 de la loi n° 46-2921 du 23 décembre 1946 et de l'article L. 2337-2 du code général des collectivités territoriales;Avances L 2337-2 CGCT
ACT;CCF;832-03;;;Avances de l'article 34 de la loi n° 53-1336 du 31 décembre 1953 (avances spéciales sur recettes budgétaires);Avances de l'article 34 d
ACT;CCF;832-04;;;Avances à la Nouvelle-Calédonie, au titre de la fiscalité du nickel;Avances à la Nouvelle-Cal
PGM;CCF;833;ZC;07;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;AvancesImpoColloc&Divers
ACT;CCF;833-01;;;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;Avances sur le montant de
ACT;CCF;833-02;;;Avances aux départements sur le produit de la taxe intérieure de consommation sur les produits énergétiques;Avances aux départements 
ACT;CCF;833-03;;;Avances aux départements sur les frais de gestion de la taxe foncière sur les propriétés bâties;Avances aux départements 
ACT;CCF;833-04;;;Avances aux régions sur les frais de gestion de la contribution foncière des entreprises (CFE) et de la contribution sur la valeur ajoutée des entreprises (CVAE) et sur le produit de la taxe intérieure de consommation sur les produits énergétiques (TICPE);Avan.régions frais gesCFE
PGM;CCF;834;ZC;07;Avances remboursables de droits de mutation à titre onéreux destinées à soutenir les départements et d'autres collectivités affectés par les conséquences économiques de l'épidémie de covid-19;Avanc.droits mut covid
ACT;CCF;834-01;;;Permettre aux départements de faire face à la baisse momentanée de leurs recettes de DMTO;avances DMTO covid
MSN;CCF;ZE; ;;;Prêts ÉtatsEtrangers
PGM;CCF;851;ZE;07;Prêts du Trésor à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;PrêtsTrésorÉtatsEtran
ACT;CCF;851-01;;;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;Prêts à des États étrange
PGM;CCF;852;ZE;07;Prêts à des États étrangers pour consolidation de dettes envers la France;PrêtsÉtatsEtranConsDettes
ACT;CCF;852-01;;;Prêts résultant de l'exécution d'accords conclus avec les gouvernements étrangers et portant consolidation des dettes de leur pays envers la France;Prêts résultant de l'exéc
PGM;CCF;853;ZE;07;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;PrêtsAgeFrançaisDev
ACT;CCF;853-01;;;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;Prêts à l'Agence français
PGM;CCF;854;ZE;07;Prêts aux États membres de l'Union européenne dont la monnaie est l'euro;PrêtsÉtatsUEeuro
ACT;CCF;854-01;;;Soutien financier aux États membres de l'Union européenne dont la monnaie est l'euro;Soutien financier aux Éta
MSN;CCF;ZF; ;;;Prêts&avPartOrgPriv
