Nature juridique du bénéficiaire;;;;Rattachement d'un operateur;;Bénéficiaire de la taxe;;Taxe affectée;;;;;;;;;;;Référence juridique;
Secteur;Catégorie d'opérateur ou répartition nature juridique;Catégorie d'opérateur ou nature juridique;Numéro SIREN;Mission;Programme;Code;Libellé;Code;Libellé;Exécution 2020;Plafond 2020;Reversement BG 2020;Exécution 2021;Plafond 2021;Reversement BG 2021;Exécution 2022;Plafond 2022;Reversement BG 2022;Début du plafonnement;Référence juridique
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime spécial de Sécurité Sociale;478650385;;;97;Caisse nationale de retraite des industries électriques et gazières;97;Contribution tarifaire d'acheminement (CTA);1 665 000 000;;;1 670 000 000;;;1 643 000 000;;;;Art. 18 de la loi n°2004-803 du 9 août 2004 relative au service public de l’électricité et du gaz et aux entreprises électriques et gazières
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;142;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part départementale;178;Redevances communale et départementale des mines;10 928 005;;;10 928 005;;;10 928 005;;;;Art. 1519 et 1587 du CGI
Secteur local;Communes;Commune et commune nouvelle;;;;141;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part intercommunale;180;Taxe communale sur la consommation finale d'électricité (TCFE);34 220 348;;;34 220 348;;;34 220 348;;;;Art. L.5212-24 et suiv., L.5214-23 et L.5216-8 du Code général des collectivités territoriales
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035065;;;111;CNAF;125;Taxe exceptionnelle sur la réserve de capitalisation (exit-tax);0;;;0;;;0;;;;Art. 23 de la LFI 2011
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035107;;;123;FSV;136;Contribution sociale généralisée (CSG);16 863 000 000;;;17 334 000 000;;;18 059 000 000;;;;Art L136-1 à L136-8 du Code de la sécurité sociale et art. 1600-0-C et 1600-0-D du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;775594815;;;181;Centre technique de l’industrie des papiers, cartons et celluloses;246;Taxe pour le développement des industries de fabrication du papier, du carton et de la pâte de cellulose.;2 173 000;2 607 000;0;2 346 000;;;2 346 000;;;; bis de l’article 71 de la loi de finances rectificative pour 2003 (n° 2003-1312 du 30 décembre 2003)
Secteur local;Régions;Région;232000018;;;127;Collectivité territoriale de Corse et Conservatoire de l'espace littoral, de 2007 à 2011;169;Droit de consommation sur les tabacs dans les DOM;125 799 239;;;125 799 239;;;125 799 239;;;;Art. 268 du Code des douanes et art. 575 E bis du CGI
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035065;;;111;CNAF;128;Taxe spéciale sur les conventions d'assurance automobile;915 801 451;;;1 091 243 892;;;1 121 798 721;;;;Art. 991 à 1004 du CGI
Organismes d'administration centrale ;Opérateurs État;Groupement d'intérêt public (GIP);130025281;Sport, jeunesse et vie associative;219 Sport;201;ANS - Agence nationale du sport;69;Prélèvement sur les paris sportifs en ligne de la FdJ et des nouveaux opérateurs agréés;111 317 580;34 600 000;76 717 580;111 317 580;34 600 000;76 717 580;111 318 000;34 600 000;76 718 000;LFI 2012;Art. 1609 tricies du CGI et art. 51 de la loi n°2010-476 du 12 mai 2010 relative à l’ouverture à la concurrence et à la régulation du secteur des jeux d’argent et de hasard en ligne
Secteur local;Régions;Région;;;;156;Régions;216;Taxe intérieure de consommation sur les produits énergétique (TICPE dont part modulable);4 334 598 237;;;4 334 598 237;;;4 334 598 238;;;;Art. 40 de la LFI 2006 et art. 36 de la LFI 2012
Secteur local;Régions;Région;237500079;;;176;Région Ile-de-France;182;Taxe d’aménagement;49 156 047;;;49 156 047;;;49 156 047;;;;Art L.331-4 du Code de l’urbanisme (créée à/c du 1er mars 2012, art. 28 LFR 2010)
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;;;;125;CNAMTS - Fonds tabacs;137;Contribution sociale à la charge des fournisseurs agréés de produits de tabac;0;;;Inexistant en 2021;;;Inexistant en 2022;;;;Art. L. 137-27 à L. 137-29 du Code de la sécurité sociale
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024;;;99;CNAMTS;108;Taxe sur les boissons énergisantes;0;;;Inexistant en 2021;;;Inexistant en 2022;;;;Art. 1613 bis A du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;775686942;;;35;CTIF - Centre technique des industries de la fonderie;45;Taxe affectée au financement du Centre Technique des industries de la fonderie;4 641 000;;;4 641 000;;;4 450 000;;;;H de l'art. 71 de la LFR 2003
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;451440275;;;66;Etablissement public foncier local du département de la Haute-Savoie;20;Taxes spéciales d'équipement;8 200 000;;;6 150 000;;;6 150 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;487899056;;;72;Etablissement public foncier local de la Savoie;20;Taxes spéciales d'équipement;4 900 000;;;3 675 000;;;3 675 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Autres personnes morales de droit privé;Autre personne morale de droit privé;784394561;;;150;FGAO - Fonds de garantie des assurances obligatoires de dommages;208;Contribution des assurés;94 700 000;;;96 100 000;;;0;;;;Art. L. 421-4 à L. 421-4-2, R. 421-27 et R. 421-28, A. 421-2 et A. 421-3 du Code des assurances
Organismes d'administration centrale ;Opérateurs État;Établissement public national ayant fonction d'administration centrale;180080012;Économie;134 Développement des entreprises et régulations;172;INPI - Institut national de la propriété industrielle;231;Redevances perçues à l'occasion des procédures et formalités en matière de propriété industrielle ainsi que de registre du commerce et des sociétés, établies par divers textes;235 000 000;;;160 000 000;124 000 000;36 000 000;170 000 000;94 000 000;76 000 000;LFI 2021;Art. R411-10 et R 411-17 du Code de la propriété intellectuelle, art. L611-1 à L615-22 et L411-1 à L411-5 du CPI, décret n° 95-385 du 10 avril 1995 n°81-599 du 15 mai 1981
Organismes d'administration centrale ;Autres personnes morales de droit public dépendant de l'Etat;Autorité administrative indépendante;110000239;;;38;AMF - Autorité des marchés financiers;48;Droits et contributions pour frais de contrôle;106 800 000;99 000 000;7 800 000;95 500 000;101 500 000;0;110 000 000;106 000 000;4 000 000;LFI 2014;Art. L621-5-3 et D621-27 à D621-30 et suiv. du Code monétaire et financier
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130003262;Administration générale et territoriale de l'État;354 Administration territoriale de l'État;41;ANTS - Agence nationale des titres sécurisés;54;Fraction des droits de timbre sur les passeports sécurisés;257 218 838;137 060 000;120 158 838;260 000 000;137 060 000;122 940 000;291 900 000;172 060 000;119 840 000;LFI 2012;Art. 953 al. I du CGI (art. 46 de la LFI 2007 et art. 77-1 de la LFI 2011)
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024;;;99;CNAMTS;99;Droit de licence sur la rémunération des débitants de tabacs;418 080 785;;;380 939 472;;;385 891 686;;;;Art. L. 568 du CGI et art. L.131-8 du Code de la sécurité sociale
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;130022338;;;92;ANSP - Agence nationale de santé publique;14;Fraction des Prélèvements sociaux sur les jeux prévus aux art. L137-20 à L137-22 du Code de la sécurité sociale;5 000 000;5 000 000;0;5 000 000;5 000 000;0;5 000 000;5 000 000;0;LFI 2012;Art. L137-24 du Code de la sécurité sociale
Autres bénéficiaires;Associations;Association déclarée;784360653;;;187;UCF CIBTP - Union des caisses de France;263;Cotisation BTP intempéries;128 325 577;;;128 325 577;;;128 325 577;;;;Art. L. 5424-6 du code du travail et suivants
Autres bénéficiaires;Associations;Association déclarée;;;;54;Organismes de secours et de sauvetage en mer agréés (art. L742-9 code de la sécurité intérieure);31;Droit de francisation et de navigation (DAFN);0;4 000 000;0;815 000;4 000 000;0;180 000;4 000 000;0;LFR 2017 et LFI 2018;Art. 238 du code des douanes
Autres bénéficiaires;Associations;Association déclarée;775692015;;;58;AFT - Association pour le développement de la formation professionnelle dans les transports;77;Taxe destinée à financer le développement des actions de formation professionnelle dans les transports routiers;63 426 000;;;63 426 000;;;63 426 000;;;;Art. 1635 bis M du CGI
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035065;;;111;CNAF;126;Taxe sur les véhicules de société (TVS);796 972 000;;;804 941 720;;;792 991 137;;;;Art. L. 1010 du CGI et art. L. 131-8 du Code de la sécurité sociale
Secteur local;Départements;Département;;;;147;Départements (part départementale);197;Taxe départementale de publicité foncière sur les mutations à titres onéreux;11 368 684 841;;;13 301 361 264;;;13 434 374 877;;;;Art. 1594 A du CGI
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère scientifique culturel et professionnel;;;;182;Etablissements publics d'enseignement supérieur, établissements mentionnés aux articles L. 443-1 et L. 753-1 du code de l’éducation ou à l'article L. 1431-1 du code général des collectivités territoriales dispensant des formations initiales d'enseignement supérieur, établissements d'enseignement supérieur privés d'intérêt général et centres régionaux des œuvres universitaires et scolaires;252;Contribution vie étudiante et campus;140 000 000;140 000 000;0;160 000 000;150 000 000;10 000 000;165 000 000;165 000 000;0;LFI 2019;Article L.841-5 du code de l'éducation
Secteur local;Régions;Région;237500079;;;176;Région Ile-de-France;237;Redevance pour création de bureaux ou de locaux de recherche en région Ile-de-France;Inexistant en 2020;;;Inexistant en 2021;;;Inexistant en 2022;;;;Art. L.520-1 à L.520-11 du Code de l'urbanisme
Autres bénéficiaires;Associations;Association déclarée;349958876;;;93;Association de gestion du fonds de développement pour l'insertion professionnelle des handicapés (AGEFIPH);91;Contribution annuelle au fonds de développement pour l'insertion professionnelle des handicapés (FIPH);442 400 000;;;442 400 000;;;442 400 000;;;;Loi du 10 juillet 1987, art. L 5212-1, L 5212-10 et L 5214-1 du Code du travail
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;494057722;;;76;Etablissement public foncier local du Grand Toulouse;20;Taxes spéciales d'équipement;18 000 000;;;13 500 000;;;13 500 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Autre régime de prévoyance sociale;;;;44;FNAL - Fonds national d'aide au logement;68;Cotisation des employeurs;2 342 000 000;;;2 444 000 000;;;2 695 000 000;;;;Art. L. 834-1 du Code de la sécurité sociale
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
